"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"R2UV4MTR0EU6X0","Danilo Juhas","
  De longe o melhor smartwatch para ser usado com o ecossistema da apple, a integração é incrível e você consegue fazer praticamente tudo com ele, inclusive sair para caminhar com os fones conectados diretamente nele com musicas baixadas pelo Spotify, realmente incrível.
","Reviewed in Brazil on February 15, 2022","Excelente smartwatch",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1UBGFL9KF9NMX","Cliente Amazon","
  Adoro vendedor de confiança, chegou com caixa lacrada original conforme comentários anteriores! Dentro do prazo de entrega. Único ponto negativo é que achei que q bateria dura máximo 2 dias pelo menos para mim, o meu uso! Restante tudo ótimo
","Reviewed in Brazil on March 25, 2022","Lindo e funcional",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R3EXRCQ0FJ3BIO","Rafaela Santamarinha","
  O produto é maravilhoso, mas mais surpreendente foi a entrega! Comprei o meu relógio na quarta-feira e recebi na sextas-feira da mesma semana… estou muito satisfeita com o produto. Super recomendo!
","Reviewed in Brazil on March 11, 2022",".",5,"https://images-na.ssl-images-amazon.com/images/I/71wHle1HfQL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RMBAQFEV4R503","Leandro Silva","
  Embora a compra tenha sido internacional, chegou super rápido bem antes do prazo e em perfeito estado, na caixa original, o produto é verificado pela Apple. Não paguei nada de taxa de importação. Preço foi sensacional . Recomendo
","Reviewed in Brazil on March 23, 2022","Perfeito, original e entrega super rápida.",5,"https://images-na.ssl-images-amazon.com/images/I/51408ZNTqFL.jpg
https://images-na.ssl-images-amazon.com/images/I/51S0aUvVPoL.jpg",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RHXTH8P9R3DIE","Tassiana D.","
  O produto chegou no prazo, bem embalado, tudo certo. Produto original, contudo, sem nota fiscal. O carregador de parede não vem junto, mas todos os produtos da Apple não estão mais incluindo mesmo. Vendedor confiável, compra aprovadissima.
","Reviewed in Brazil on February 17, 2022","Chegou rápido e tudo certinho.",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3GZBADEAXU6Q2","YURI S S NASCIMENTO","
  A tela é maior e de fácil leitura que Série 5, que eu tinha. Um ponto negativo: a transportadora Jadlog fez entrega com um dia de atraso.
","Reviewed in Brazil on February 24, 2022","Excelente",5,"https://images-na.ssl-images-amazon.com/images/I/61a-g1-x8mL.jpg
https://images-na.ssl-images-amazon.com/images/I/71iFVSIUbyL.jpg",1,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RZH0V7PETUVAE","Wilson","
  Complemento perfeito pra quem ja usa iPhone. Usei o modelo de primeira geração até recentemente e finalmente estou fazendo o upgrade. É muito durável e versátil, e a possibilidade de variar as pulseiras torna ele uma peça para qualquer ocasião.
","Reviewed in Brazil on February 6, 2022","O melhor produto da categoria",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R33TT8JG80YGZP","Ariana Bohrer Ribeiro","
  Chegou rápido, vendedor atencioso. Só não veio a NF, vou solicitar. De resto, 100% ok. Recomendo.
","Reviewed in Brazil on March 5, 2022","Produto original",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RAB9UL65LEU35","Rebeca Pereira","
  Sem contar com o feriado de carnaval o produto chegou em 5 dias uteis, bem rápido, super bem embalo, com nota fiscal e tudo certinho.O relógio sincroniza com diversos aplicativos do celular, então a praticidade é imensa.
","Reviewed in Brazil on March 9, 2022","Produto original",5,"https://images-na.ssl-images-amazon.com/images/I/612MU3j9bgL.jpg
https://images-na.ssl-images-amazon.com/images/I/61guVBW3lpL.jpg
https://images-na.ssl-images-amazon.com/images/I/71W6X3mB6YL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R21D5VWP10SY83","Anderson","
   Eh legal até, mas não vale o preço cobrado, pagar 3mil em um relógio que não identifica quando estou dormindo eh ridículo, meu anterior de 700 reais fazia isso..
","Reviewed in Brazil on March 19, 2022","Da pro gasto",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1LK7P64SWQ8VH","Gabriela ","
  Excelente para quem quer se movimentar mais, além de todas as funções que proporciona. Super recomendo. E a compra pela Amazon foi ótima, vendedor sério e cumpriu o prometido.
","Reviewed in Brazil on March 7, 2022","Muito satisfeita",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2R7FYUUDNT667","elise","
  Veio conforme estava na descrição. Produtos da apple são amplamente resenhados, recomendo.
","Reviewed in Brazil on March 6, 2022","Bom",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R22ODFEU4HMV2Q","Mychelle","
   Muito funcionalExcelente qualidade !Entrava rápida recomendo
","Reviewed in Brazil on February 18, 2022","Produto de excelente qualidade !  Muito funcional",5,"",1,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1XVMB1YSCB6Y4","Lisiane Alanis Steinbach","
  O relógio me surpreendeu favoravelmente, a bateria dura o dia todo e carrega super rápido. Muito bom mesmo.
","Reviewed in Brazil on March 18, 2022","Ótimo preço para um produto top",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RRX71KKB6T9NF","Silvana Gonçalves Ventura","
  Por enquanto tudo nota 10.O produto chegou como prometido e na imagem. Vendedor nota 10 tbm, o relógio chegou antes do prazo de entrega.Estou amando! Super recomendo a todos a compra.
","Reviewed in Brazil on February 16, 2022","Produto veio como prometido! Maravilhoso",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1BH4JXUGZF42P","Indira Melo","
  Produto maravilhoso, já usava o serie 4 e fiz essa troca para melhor desempenho.O produto chegou muito rápido, excelente entrega, lacrado como fala no anúncio. Muito bom mesmo.
","Reviewed in Brazil on February 25, 2022","Excelente produto",5,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R1JKGSO8BMMSCJ","Amanda Martins","
  O relógio é muito lindo, e a cor é exatamente como na foto. Consultei na apple e ele realmente é original. A bateria dura 1 dia e meio pra mim, as vezes até mais, estou adorando.
","Reviewed in Brazil on March 24, 2022","Muito satisfeita!!",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R10XU73BQ7M1CJ","Giovana Shellida Tezoni Borges","
  Chegou no dia seguinte a compra, o produto é sensacional.. superou minhas expectativas!
","Reviewed in Brazil on February 11, 2022","Chegou antes do prazo!",5,"",1,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RJ4FW2CRFTH7A","GL","
  Apple Watch faz parte do meu dia a dia, troquei meu 4 pelo 7 e não pretendo largar.Recomendo sempre.
","Reviewed in Brazil on February 15, 2022","Ótimo produto",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3MOLNOF4QYNQ8","Amazon Customer","
  Muito bom. Produto original como o esperado. Chegou antes do prazo. Muito satisfeito
","Reviewed in Brazil on February 18, 2022","Produto original, novo. Muito satisfeito com a compra",5,"",1,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1CEP7Y9QVIVKP","Everson","
  O relógio cumpre o que promete, principalmente se você pratica atividades físicas. É um excelente produto, valeu a pena a compra. O meu relógio chegou em 4 dias.
","Reviewed in Brazil on February 18, 2022","Relógio excelente",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R2SUO3KSUQJGMK","Giovana Rodrigues","
  O Apple Watch funciona super bem! Navegação fluida e várias aplicações para acessar.O vendedor é mega atencioso e responde rápido.
","Reviewed in Brazil on January 26, 2022","Ótimo produto!",5,"https://images-na.ssl-images-amazon.com/images/I/61puFEFPw1L.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R33LVJNW1NT0NH","Robson de Amorim Alves","
  Produto original, qualidade indiscutível. A entrega foi feita na metade do prazo, muito rápido mesmo! Atendimento e pós venda sensacional, recomendo totalmente.
","Reviewed in Brazil on March 19, 2022","Excelente produto",5,"https://images-na.ssl-images-amazon.com/images/I/51TdHTG03dL.jpg",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1S8NPE30NN0VV","Willian Maia","
  Produto original e confere com o número de série! Chegou bem antes do na prazo de entrega! Acompanha apple watch, a pulseira em 2 tamanhos e o cabo para carregar tipo C.
","Reviewed in Brazil on January 19, 2022","Produto Original",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3DEPUJ8LXRE2H","Watch 7","
  Comprei e estou satisfeito, vendedor ótimo, estava com receio, porém deu tudo certo!Produto original e em perfeito estado!Minha primeira compra na Amazon.
","Reviewed in Brazil on March 19, 2022","Produto original! Perfeito",5,"",0,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
"R1D9B0K845JHWQ","Eduardo","
   Produto entregue rapidamente e em ótimas condições. Condiz com a descrição e com todos os acessórios.
","Reviewed in Brazil on February 14, 2022","Perfeito",5,"https://images-na.ssl-images-amazon.com/images/I/61xk4zNyHTL.jpg",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RVCIJR7EJY4AQ","Lucas","
   Ótimo relógio , maravilhoso , mas é Apple bateria dura pouco, mas é um excelente aparelho , amei … recomendo
","Reviewed in Brazil on March 17, 2022","Otima compra , melhor custo benefício",5,"https://images-na.ssl-images-amazon.com/images/I/71kyYs6MsbL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RC0ENLEZBYHSU","Mary",,"Reviewed in Brazil on February 16, 2022","Excelente, chegou rápido!",5,"https://images-na.ssl-images-amazon.com/images/I/61DI1ekxDML.jpg","2","GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R2NUX3JI5X33U","Paulo Faia","
  Produto muito bom, entrega rápida dentro do prazo contratado!!!!
","Reviewed in Brazil on February 17, 2022","ÓTIMO RELÓGIO",5,"",1,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R11L11KLTYPUG3","Kathleen Machado Nunes Pinto","
  Produto chegou rápido, lacrado com todos os itens originais. Melhor relógio para praticantes de exercícios fisicos diversos e super motiva a manter a rotina.
","Reviewed in Brazil on March 1, 2022","Apple Watch original e lacrado",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3RZAL22BMT2SE","Isabella","
  O produto é original, chegou super rápido e valeu muito a pena o investimento.
","Reviewed in Brazil on March 19, 2022","Vale o investimento",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R26O2M9VHITZO8","Mario","
  Todas funcionalidades de um smartwatch estão presentes neste modelo. Carrega muito rápido.
","Reviewed in Brazil on March 9, 2022","Ótima compra",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3FUJIY18BQ67N","André N.","
  O relógio é muito bonito e possui diversas funções para monitoramento da saúde como um todo. Deve ser carregado diariamente, mas a recarga é muito rápida.
","Reviewed in Brazil on February 16, 2022","Ótimo para exercícios físicos",4,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RI254JUNM9IQV","Marcos Kazutomo Mihara","
  Produto original, muito bom, conforme descrito!!!!
","Reviewed in Brazil on March 10, 2022","Produto Original, excelente!!!",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3IX6SASB8AFZQ","Natalia","
  Excelente produto e atendimento, relógio original, muito bom.
","Reviewed in Brazil on March 15, 2022","Ótima compra",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3RGQ7SMK4Z19H","Paulo Vitor","
  Vendedor super atencioso, chegou bem rapido e mandou até brinde! Relógio vale o preço!
","Reviewed in Brazil on March 26, 2022","Relogio vale a pena",5,"",0,"GPS","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R3U4Y8K55D4JQW","Keity Gama Amaral","
  Veio bem embalado, demorou um pouco mais pq comprei no carnaval, mas chegou certinho. Comprei esse azul e o starlight, e amei os dois.
","Reviewed in Brazil on March 10, 2022","Ameiiii",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R260VY1WQU57W3","Daniel","
  Não chegou com o lacre de plástico da caixa principal, mas estava todo lacrado por dentro, produto original de ótima qualidade, estou amando
","Reviewed in Brazil on March 18, 2022","Ótimo relógio",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R2KZ1YJFR3SS3T","Luciano C.","
  Produto excelente, em perfeito estado de funcionamento. Entrega muito rápida !!! Recomendo
","Reviewed in Brazil on February 16, 2022","Excelente produto, entrega muito rapida !",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3Q6P6DHHUJJXR","ANTONIO FERREIRA BESERRA JUNIOR","
  Produto veio conforme pedido.Produto original e lacrado de fábrica.Entrega antecipada.Obrigado
","Reviewed in Brazil on March 21, 2022","Tudo nos conformes",5,"https://images-na.ssl-images-amazon.com/images/I/61Hn361kO1L.jpg",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RXXBSFV6F43HG","Leonardo","
  O relógio é ótimo! A bateria deveria durar um pouco mais!A tela é muito bonita e o acabamento é impecável!Recomendo
","Reviewed in Brazil on February 9, 2022","Rápido e Linda Tela",5,"",0,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R32OGC5P7D0DUT","Pedro Henrique Vieira","
  Chegou super rápido, com três dias antes da previsão. Em perfeitos estado e condições. Maravilhado com o meu Apple Watch
","Reviewed in Brazil on March 12, 2022","Rapidez",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1S6DXGYT3WZ6L","Be","
  Eu ameeeeei, chegou MUITO RÁPIDO e é original gente, tô simplesmente apaixonadaaaa!!! Obrigada a essa loja incrível 😻
","Reviewed in Brazil on March 10, 2022","Ameeeeiiii",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3UZVT7X8HN1B7","Bettina","
  Original, verificado no site da apple. Chegou em 3 dias uteis. Vem lacrado
","Reviewed in Brazil on February 3, 2022","Original",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1YDBGH5917P6W","Gustavo de Almeida Cavalcante","
  Tudo certo com a compra e o produto foi entregue antes da data prevista de recebimento! Mto bom!
","Reviewed in Brazil on March 18, 2022","Tudo certo com a entrega!",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R107QZJC80K884","Júlio Ferraz","
  Além das expectativas. Tudo de bom.
","Reviewed in Brazil on February 23, 2022","Maravilhoso",5,"https://images-na.ssl-images-amazon.com/images/I/614OHXJs44L.jpg
https://images-na.ssl-images-amazon.com/images/I/711AKYywUWL.jpg
https://images-na.ssl-images-amazon.com/images/I/71oFAZFRUKL.jpg
https://images-na.ssl-images-amazon.com/images/I/71uc1PI9G+L.jpg",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
